recipe,type
Sichuan Roast Leg of Lamb With Celery-Mint Salad,Chinese
Pork and Shrimp Siu Mai,Chinese
"Chinese Bean Curd Rolls Stuffed With Pork, Mushroom, and Ginger",Chinese
Taiwanese Pan-Fried Rice Noodles,Chinese
Stir-Fried Chow Mein With Four Vegetables,Chinese
Japanese Omelette-Topped Ketchup Fried Rice With Chicken,Japanese
Miso-Squash Soup With Sesame-Ginger Apples,Japanese
Hiyashi Chuka,Japanese
Pan-Fried Vegetable Dumplings,Japanese
Japanese Curry Rice With Hanger Steak,Japanese
Roasted Carrots With Black Sesame Dressing,Vegetarian
The Best Minestrone Soup,Vegetarian
The Best Minestrone Soup,Vegetarian
Easy Fava Bean and Carrot Salad With Ricotta,Vegetarian
Eggs en Meurette,French
Rich and Creamy Lobster Bisque,French
Boeuf Bourguignon,French
Coq au Vin,French
Traditional French Cassoulet,French
Pressure Cooker Tomato Sauce,Italian
Ribollita,Italian
Pressure Cooker Rag\xc3\xb9 Bolognese,Italian
Mushroom Rag\xc3\xb9,Italian
"Slow-Cooker Pork Shoulder With Tomatoes, Fennel, and Pasta",Italian
Serious Eats Pulled Pork Sandwiches With Colesla,American
Grilled Hot Dogs With Sauerkraut,American
Pommes Aligot,French
Grilled Hot Dogs With Sauerkraut,American
Grilled Hot Dogs With Sauerkraut,American
Andrew Carmellinis Fried Chicken,American
Andrew Carmellinis Fried Chicken,American
Andrew Carmellinis Fried Chicken,American
Andrew Carmellinis Fried Chicken,American
Individual Double-Crusted Chicken Pot Pies,American
Roasted Chicken Noodle Soup,American
Clay Pot Rice With Spicy Sausage and Mushrooms,Chinese
"Summer Nachos With Tomatoes, Corn, Chicken, and Cheese",Mexican
Easy Pressure Cooker Green Chili With Chicken,Mexican
Smoky Chicken Tinga Tacos,Mexican
Roasted Chicken With Classic or Curry Soubise,French
Coq au Vin,French
Andrew Carmellinis Fried Chicken,American
Andrew Carmellinis Fried Chicken,American
"Fried Chicken, Honey Butter, and Biscuit Sandwiches",American
Penne Boscaiola,Italian
Andrew Carmellinis Fried Chicken,American
"Fried Chicken, Honey Butter, and Biscuit Sandwiches",American
"Chinese Bean Curd Rolls Stuffed With Pork, Mushroom, and Ginger",Chinese
Stir-Fried Beef With Snap Peas and Oyster Sauce,Chinese
The Best Chinese Orange Chicken,Chinese
The Best Chinese Orange Chicken,Chinese
The Best Chinese Sesame Chicken,Chinese
The Best Chinese Sesame Chicken,Chinese
Kung Pao Fish With Dried Chilies and Sichuan Peppercorns,Chinese
"Cold Soba Noodles With Kale, Avocado, and Miso-Sesame Dressing",Japanese
Japanese-Style Karaage,Japanese
"Fried Chicken, Honey Butter, and Biscuit Sandwiches",American
Chinese Sticky Rice Wrapped in Lotus Leaf,Chinese
Takeout-Style Kung Pao Chicken,Chinese
The Best Chinese Orange Chicken,Chinese
The Best Chinese Sesame Chicken,Chinese
Japanese Omelette-Topped Ketchup Fried Rice With Chicken,Japanese
Oyakodon,Japanese
Japanese Chicken Skewers With Scallion,Japanese
Japanese Cotton-Soft Cheesecake,Japanese
Shredded Chicken With Soba and Miso-Butter Sauce,Japanese
Tsukune,Japanese
Japanese Ginger and Garlic Chicken With Smashed Cucumber From 'A Change of Appetite,Japanese
Japanese-Style Karaage,Japanese
Slow-Cooker Chicken Tortilla Soup With All the Fixings,Mexican
"Spicy Chicken Tacos With Corn, Feta, and Avocado",Mexican
Smoky Chicken Tinga Tacos,Mexican
Creamy Tex-Mex Chicken Enchiladas Verdes,Mexican
"Fried Chicken, Honey Butter, and Biscuit Sandwiches",American
"Seafood Ramen With Squid Ink, Mussels, and Salmon Roe",Japanese
"Brown Rice Bowl With Wakame, Shrimp, and Sprouts",Japanese
Roasted Carrots With Black Sesame Dressing,Vegetarian
Creamy Almond Mughlai Cauliflower,Vegetarian
Zucchini-and-Corn Fritters With Herb Sour Cream,Vegetarian
Cherry and Jicama Salad With Lime and Macadamia Nuts,Vegetarian
Pasta Primavera,Vegetarian
"Spinach, Black Bean, and Chipotle Quesadillas",Vegetarian
"Roasted Beet Sandwiches With Ginger, Fennel, and Goat Cheese",Vegetarian
Fluffy Vegan Oatmeal Pancakes,Vegetarian
Channa Masala,Vegetarian
Rich and Creamy Lobster Bisque,French
French Crepes With Spinach and Feta,French
Proven\xc3\xa7al Ratatouille,French
The Best Moules Marini\xc3\xa8res,French
Traditional French Cassoulet,French
Shrimp Fra Diavolo,Italian
Chicken Scarpariello,Italian
Italian Seafood Salad,Italian
Homemade Butternut Squash and Blue Cheese Ravioli With Sage Brown Butter Sauce,Italian
Rag\xc3\xba Napoletano,Italian
"Fried Chicken, Honey Butter, and Biscuit Sandwiches",American
Roasted Chicken Noodle Soup,American
Easy Pressure Cooker Green Chili With Chicken,Mexican
"Fried Chicken, Honey Butter, and Biscuit Sandwiches",American
Cheesy Chili Mac,American
"The Best Tamale Pie With Braised Skirt Steak, Charred Corn, and Brown Butter Cornbread Crust",American
Singapore Noodles,Chinese
"Cashew Chicken Ding With Jicama, Celery, and Red Bell Pepper",Chinese
Stir-Fried Sweet and Sour Pork,Chinese
Takeout-Style Kung Pao Chicken,Chinese
Yaki Udon With Shrimp,Japanese
Shakshuka,Vegetarian
Chicken Scarpariello,Italian
Cheesy Chili Mac,American
"The Best Tamale Pie With Braised Skirt Steak, Charred Corn, and Brown Butter Cornbread Crust",American
Fresh Radishes With 3 Compound Butters,Vegetarian
Pozole Verde de Pollo,Mexican
Chiles Rellenos,Mexican
Tacos \xc3\x81rabes,Mexican
Tacos \xc3\x81rabes,Mexican
Slow-Roasted Bacon-Wrapped-Pineapple Tacos,Mexican
Quick and Easy Huevos Rancheros With Tomato-Chili Salsa,Mexican
Cheesy Stuffed Mexican Peppers With Red Chili Sauce,Mexican
"Spicy Chicken Tacos With Corn, Feta, and Avocado",Mexican
Tex-Mex Cheese Enchiladas With Red Chili Gravy,Mexican
Spicy Chorizo and Pinto Bean Chili,Mexican
Quick Tortilla Soup With Chicken and Avocado,Mexican
"Black Olive Tapenade With Garlic, Capers, and Anchovies",French
Detroit-Style Pan Pizza,Italian
Shrimp Fra Diavolo,Italian
Pressure Cooker Tomato Sauce,Italian
Sicilian Pizza With Pepperoni and Spicy Tomato Sauce,Italian
Easy Skillet Baked Ziti With Sausage and Ricotta,Italian
Rag\xc3\xba Napoletano,Italian
"Slow-Cooker Pork Shoulder With Tomatoes, Fennel, and Pasta",Italian
Classic Fresh Egg Pasta,Italian
Cheesy Chili Mac,American
Cheesy Chili Mac,American
"Chicken Salad With Avocado, Corn, and Miso Dressing",Japanese
The Ultimate Greek Salad,Vegetarian
The Best Minestrone Soup,Vegetarian
Fresh Summer Tomato Bruschetta,Vegetarian
Cochinita Pibil,Mexican
Roosevelt Avenue-Style Cemita Sandwiches,Mexican
Slow-Cooker Chicken Tortilla Soup With All the Fixings,Mexican
Mexican-Style Gazpacho With Grilled Shrimp,Mexican
Cheesy Stuffed Mexican Peppers With Red Chili Sauce,Mexican
Cheesy Stuffed Mexican Peppers With Red Chili Sauce,Mexican
"Spicy Chicken Tacos With Corn, Feta, and Avocado",Mexican
Sloppy Chori-Joes,Mexican
Quick Tortilla Soup With Chicken and Avocado,Mexican
Slow-Cooker Mexican Beef With Lime Crema and Pinto Beans,Mexican
Classic Cherry Clafoutis,French
Mussels With Fennel-Saffron Broth,French
Detroit-Style Pan Pizza,Italian
Pasta With Butternut Squash and Sage Brown Butter,Italian
Classic Italian-American Stuffed Shells With Ricotta and Spinach,Italian
Pressure Cooker Tomato Sauce,Italian
Fresh Summer Tomato Bruschetta,Italian
Sicilian Pizza With Pepperoni and Spicy Tomato Sauce,Italian
Penne With Hot-As-You-Dare Arrabbiata Sauce,Italian
Spaghetti alle Vongole in Bianco,Italian
Pesto Pasta With Potatoes and Green Beans,Italian
Pressure Cooker Rag\xc3\xb9 Bolognese,Italian
Easy Skillet Baked Ziti With Sausage and Ricotta,Italian
Classic Panzanella Salad,Italian
Classic Caprese Salad,Italian
Classic Caprese Salad,Italian
"Pizza With Hot Soppressata, Mozzarella, Chilies, and Honey",Italian
"Pizza With Mushrooms, Mozzarella, and Truffle",Italian
Ricotta Gnocchi With Asparagus and Prosciutto,Italian
Rag\xc3\xba Napoletano,Italian
"Slow-Cooker Pork Shoulder With Tomatoes, Fennel, and Pasta",Italian
Cheesy Chili Mac,American
Cheesy Chili Mac,American
Salt-Wilted Brussels Sprout Salad With Hazelnuts and Goat Cheese,Vegetarian
Cheesy Chili Mac,American
Salt-Wilted Brussels Sprout Salad With Hazelnuts and Goat Cheese,Vegetarian
Cheesy Chili Mac,American
Pasta With Butternut Squash and Sage Brown Butter,Italian
The Food Lab's No-Boil Baked Ziti,Italian
The Food Lab's No-Boil Baked Ziti,Italian
Juicy and Tender Italian-American Meatballs in Red Sauce,Italian
Cheesy Chili Mac,American
"The Best Tamale Pie With Braised Skirt Steak, Charred Corn, and Brown Butter Cornbread Crust",American
Stir-Fried Spring Vegetables With Black Olives and Sichuan Peppercorn,Chinese
"Cantonese-Style Tofu, Pine Nut, and Jicama Lettuce Cups",Chinese
Bulgogi Scallion Pancake-adillas,Chinese
Sichuan Roast Leg of Lamb With Celery-Mint Salad,Chinese
"Chinese Turnip Cake With Sausage, Bacon and Mushrooms",Chinese
Sichuan-Style Wontons in Hot and Sour Vinegar and Chili Oil Sauce,Chinese
Chinese Steamed Whole Fish With Fermented Black Beans and Garlic,Chinese
"Sichuan Shirataki Sesame Noodle Salad With Cucumber, Sichuan Peppercorn, Chili Oil, and Peanuts",Chinese
Sichuan-Style Braised Eggplant With Pickled Chilies and Garlic,Chinese
"Chinese-Style Hot Pot With Rich Broth, Shrimp Balls, and Dipping Sauces",Chinese
Hot and Numbing Xian-Style Oven-Fried Chicken Wings,Chinese
Chinese Barbecue Pork From The Meat Hook Meat Book,Chinese
Zucchini-and-Corn Fritters With Herb Sour Cream,Vegetarian
The Best Minestrone Soup,Vegetarian
"Easy, Herb-Packed Falafel",Vegetarian
Corn and Zucchini Quesadillas,Mexican
Pozole Verde de Pollo,Mexican
Pozole Verde de Pollo,Mexican
Frijoles Charros,Mexican
Cochinita Pibil,Mexican
Chiles Rellenos,Mexican
Chiles Rellenos,Mexican
Tacos \xc3\x81rabes,Mexican
The Best Carne Asada,Mexican
Chorizo-Spiced Pulled Pork With Mexican Street Corn Slaw,Mexican
Quick and Easy Huevos Rancheros With Tomato-Chili Salsa,Mexican
Quick and Easy Huevos Rancheros With Tomato-Chili Salsa,Mexican
Mexican Tamale Pie,Mexican
Waffle Iron Churros,Mexican
Lone Star Breakfast Taco From 'Tacolicious,Mexican
Mexican-Style Gazpacho With Grilled Shrimp,Mexican
Spicy Chorizo and Pinto Bean Chili,Mexican
The Ultimate Fully Loaded Vegan Nachos,Mexican
Vegan Spinach and Hominy Enchiladas With Spicy Cashew Cream,Mexican
Vegan Spinach and Hominy Enchiladas With Spicy Cashew Cream,Mexican
Slow-Cooker Mexican Beef With Lime Crema and Pinto Beans,Mexican
Eggs en Meurette,French
Individual Double-Crusted Chicken Pot Pies,American
Individual Double-Crusted Chicken Pot Pies,American
Individual Double-Crusted Chicken Pot Pies,American
Individual Double-Crusted Chicken Pot Pies,American
Individual Double-Crusted Chicken Pot Pies,American
Roasted Chicken Noodle Soup,American
"The Best Tamale Pie With Braised Skirt Steak, Charred Corn, and Brown Butter Cornbread Crust",American
Gong Bao Ji Ding,Chinese
"Braised Chinese-Style Short Ribs With Soy, Orange, and 5-Spice Powder",Chinese
Chinese Lions Head Pork Meatballs With Vermicelli and Cabbage,Chinese
Braised Chicken Feet,Chinese
Stir-Fried Cod With Yellow Squash and Asparagus,Chinese
Stir-Fried Beef With Snap Peas and Oyster Sauce,Chinese
Takeout-Style Kung Pao Chicken,Chinese
The Best Chinese Orange Chicken,Chinese
The Best Chinese Sesame Chicken,Chinese
Spinach and Red Shen Choy in Garlicky Broth,Chinese
Crispy Pan-Fried Noodle Cakes With Seafood,Chinese
Shredded Chicken With Soba and Miso-Butter Sauce,Japanese
"Seafood Ramen With Squid Ink, Mussels, and Salmon Roe",Japanese
Quick Kimchi Ramen With Shiitake Mushrooms and Soft-Cooked Egg,Japanese
Japanese Curry Rice With Hanger Steak,Japanese
Mushroom and Asparagus Risotto,Vegetarian
"Summer Nachos With Tomatoes, Corn, Chicken, and Cheese",Mexican
Pozole Verde de Pollo,Mexican
Cochinita Pibil,Mexican
Chiles Rellenos,Mexican
Mexican Tamale Pie,Mexican
Slow-Cooker Chicken Tortilla Soup With All the Fixings,Mexican
"Spicy Chicken Tacos With Corn, Feta, and Avocado",Mexican
Tex-Mex Cheese Enchiladas With Red Chili Gravy,Mexican
Sloppy Chori-Joes,Mexican
Perfect Refried Beans,Mexican
Quick Tortilla Soup With Chicken and Avocado,Mexican
Eggs en Meurette,French
Rich and Creamy Lobster Bisque,French
Choucroute Garnie à l'Alsacienne,French
Pressure Cooker French Onion Soup,French
Boeuf Bourguignon,French
Easy Pan-Roasted Chicken Breasts With White Wine and Fines Herbes Pan Sauce,French
Mussels With Fennel-Saffron Broth,French
Traditional French Cassoulet,French
Mushroom and Asparagus Risotto,Italian
Chicken Marsala With Mushrooms and Shallots,Italian
Pressure Cooker Rag\xc3\xb9 Bolognese,Italian
Easy Skillet Baked Ziti With Sausage and Ricotta,Italian
Juicy and Tender Italian-American Meatballs in Red Sauce,Italian
Individual Double-Crusted Chicken Pot Pies,American
Individual Double-Crusted Chicken Pot Pies,American
The Best Minestrone Soup,Vegetarian
Juicy and Tender Italian-American Meatballs in Red Sauce,Italian
Individual Double-Crusted Chicken Pot Pies,American
Braised Chicken Feet,Chinese
The Best Minestrone Soup,Vegetarian
"Summer Nachos With Tomatoes, Corn, Chicken, and Cheese",Mexican
Cochinita Pibil,Mexican
Yucatecan Pork Belly and Cheese Tacos,Mexican
Slow-Cooker Chicken Tortilla Soup With All the Fixings,Mexican
Spicy Chorizo and Pinto Bean Chili,Mexican
Perfect Refried Beans,Mexican
Creamy Tex-Mex Chicken Enchiladas Verdes,Mexican
Slow-Cooker Mexican Beef With Lime Crema and Pinto Beans,Mexican
Rich and Creamy Lobster Bisque,French
French Crepes With Spinach and Feta,French
Pressure Cooker French Onion Soup,French
Mussels With Fennel-Saffron Broth,French
The Best Moules Marini\xc3\xa8res,French
Mushroom and Asparagus Risotto,Italian
Italian Seafood Salad,Italian
Pressure Cooker Rag\xc3\xb9 Bolognese,Italian
"Slow-Cooker Pork Shoulder With Tomatoes, Fennel, and Pasta",Italian
Individual Double-Crusted Chicken Pot Pies,American
"Seafood Ramen With Squid Ink, Mussels, and Salmon Roe",Japanese
Eggs en Meurette,French
Boeuf Bourguignon,French
Easy Pan-Roasted Chicken Breasts With White Wine and Fines Herbes Pan Sauce,French
Traditional French Cassoulet,French
Chicken Marsala With Mushrooms and Shallots,Italian
Pressure Cooker Rag\xc3\xb9 Bolognese,Italian
Juicy and Tender Italian-American Meatballs in Red Sauce,Italian
Individual Double-Crusted Chicken Pot Pies,American
Rich and Creamy Lobster Bisque,French
Individual Double-Crusted Chicken Pot Pies,American
Mushroom and Asparagus Risotto,Vegetarian
Rich and Creamy Lobster Bisque,French
Choucroute Garnie à l'Alsacienne,French
Easy Pan-Roasted Chicken Breasts With White Wine and Fines Herbes Pan Sauce,French
Mushroom and Asparagus Risotto,Italian
Penne Boscaiola,Italian
Chicken Scarpariello,Italian
Chicken Marsala With Mushrooms and Shallots,Italian
Bucatini all'Amatriciana,Italian
Spaghetti Puttanesca,Italian
Ricotta Gnocchi With Asparagus and Prosciutto,Italian
"Slow-Cooker Pork Shoulder With Tomatoes, Fennel, and Pasta",Italian
Individual Double-Crusted Chicken Pot Pies,American
Individual Double-Crusted Chicken Pot Pies,American
Individual Double-Crusted Chicken Pot Pies,American
Spinach and Artichoke Grilled Cheese Sandwiches,Vegetarian
Easy Fava Bean and Carrot Salad With Ricotta,Vegetarian
Individual Double-Crusted Chicken Pot Pies,American
Individual Double-Crusted Chicken Pot Pies,American
Light and Tender Chinese Lotus Seed Buns,Chinese
Roasted-Buckwheat Custards,Japanese
Creamy Almond Mughlai Cauliflower,Vegetarian
Quick-Pickled Watermelon Radishes,Vegetarian
Pommes Aligot,Vegetarian
Beet and Wheat Berry Salad With Pickled Apples and Pecans,Vegetarian
Slow-Cooker Chicken Tortilla Soup With All the Fixings,Mexican
Rich and Creamy Lobster Bisque,French
Rich and Creamy Croques Madames,French
Bar-Style Tarte Flamb\xc3\xa9e,French
Roman-Style Fettuccine With Alfredo Sauce,Italian
Pasta With Butternut Squash and Sage Brown Butter,Italian
Pressure Cooker Rag\xc3\xb9 Bolognese,Italian
Easy Skillet Baked Ziti With Sausage and Ricotta,Italian
The Food Lab's No-Boil Baked Ziti,Italian
Ricotta Gnocchi With Asparagus and Prosciutto,Italian
Roasted Chicken Noodle Soup,American
Miso-Squash Soup With Sesame-Ginger Apples,Japanese
The Ultimate Rich and Creamy Vegan Ramen With Roasted Vegetables and Miso Broth,Japanese
"Easy, Summery Zucchini-Basil Soup",Vegetarian
"Baked Eggs With Creamy Greens, Mushrooms, and Cheese",Vegetarian
The Best Moules Marini\xc3\xa8res,French
Ribollita,Italian
Roasted Chicken Noodle Soup,American
Roasted Chicken Noodle Soup,American
Pasta Primavera,Vegetarian
"Spinach, Black Bean, and Chipotle Quesadillas",Vegetarian
Fast and Easy Pasta With Blistered Cherry Tomato Sauce,Vegetarian
Pasta With Butternut Squash and Sage Brown Butter,Italian
Shrimp Fra Diavolo,Italian
Classic Italian-American Stuffed Shells With Ricotta and Spinach,Italian
Blistered-Tomato Pasta Salad With Basil,Italian
Italian-American Meatball Subs,Italian
Juicy and Tender Italian-American Meatballs in Red Sauce,Italian
Perfect Apple Pie,American
Perfect Apple Pie,American
Suzhou Savory Pork Mooncakes,Chinese
Sweet Mooncakes With Spiced Walnut and Red Bean Filling,Chinese
Sweet Mooncakes With Spiced Walnut and Red Bean Filling,Chinese
Pretzel Bao With Sweet Sesame-Hot Mustard Pork,Chinese
Pretzel Bao With Sweet Sesame-Hot Mustard Pork,Chinese
Pretzel Bao With Sweet Sesame-Hot Mustard Pork,Chinese
Pretzel Bao With Sweet Sesame-Hot Mustard Pork,Chinese
Stir-Fried Cucumbers With Spicy Ground Pork,Chinese
"Cashew Chicken Ding With Jicama, Celery, and Red Bell Pepper",Chinese
Stir-Fried Beef With Chinese Broccoli,Chinese
Black Bean Dipping Sauce With Maple Syrup,Chinese
Clay Pot Rice With Spicy Sausage and Mushrooms,Chinese
Clay Pot Rice With Spicy Sausage and Mushrooms,Chinese
"Chinese Bean Curd Rolls Stuffed With Pork, Mushroom, and Ginger",Chinese
Crystal Skin Shrimp Dumplings,Chinese
Braised Chicken Feet,Chinese
Braised Chicken Feet,Chinese
Braised Chicken Feet,Chinese
Ground Pork and Corn Congee,Chinese
Light and Tender Chinese Lotus Seed Buns,Chinese
Light and Tender Chinese Lotus Seed Buns,Chinese
Chinese Barbecue Pork From The Meat Hook Meat Book,Chinese
Stir-Fried Cod With Yellow Squash and Asparagus,Chinese
Stir-Fried Chicken With Mushrooms and Oyster Sauce,Chinese
Stir-Fried Chicken With Mushrooms and Oyster Sauce,Chinese
Stir-Fried Sweet and Sour Pork,Chinese
Kung Pao Fish With Dried Chilies and Sichuan Peppercorns,Chinese
Shanghai Baby Bok Choy With Black Bean Sauce,Chinese
Stir-Fried Beef With Kale and Fris\xc3\xa9e in Black Bean Sauce,Chinese
Stir-Fried Choy Sum With Minced Garlic,Chinese
Wonton Noodle Soup With Chicken and Shiitakes,Chinese
Stir-Fried Lo Mein With Beef and Broccoli,Chinese
"Summer Nachos With Tomatoes, Corn, Chicken, and Cheese",Mexican
Tacos \xc3\x81rabes,Mexican
Crispy Potato and Chorizo Tacos,Mexican
Waffle Iron Churros,Mexican
Tex-Mex Cheese Enchiladas With Red Chili Gravy,Mexican
Perfect Refried Beans,Mexican
Detroit-Style Pan Pizza,Italian
Sicilian Pizza With Pepperoni and Spicy Tomato Sauce,Italian
Ribollita,Italian
Perfect Apple Pie,American
Perfect Brownies,American
David Lebovitzs Chocolate Chip Cookie,American
Red Dates With Warm Osmanthus Blossom Syrup,Chinese
